indice_sueno_salud_mental,indice_actividad_corporal,indice_habitos_alimentacion,indice_contexto_socioambiental,indice_carga_clinica,valor_real,valor_predicho,residuo
-9.774276243471618,-27.979505345227285,-6.343352630643843,-17.29795230469391,-0.0,38.420937160756,38.58450455944011,-0.16356739868411552
-11.090055152842552,-28.69123637020176,-3.4583588267837166,-17.72641045840305,-27.0,10.177195661984085,12.102539344528395,-1.9253436825443107
-12.592388582495952,-27.881764152521814,-6.881786824568626,-15.818354615028891,-0.0,38.75820193984121,36.795584445531425,1.9626174943097823
-27.352684005369888,-35.427514229808835,-6.341842066205332,-20.505135462949585,-27.0,-16.36338505158535,-16.551391425418757,0.18800637383340657
-17.614948010001843,-22.40940816847812,-9.22466180806924,-13.968442886294795,-0.0,39.79701139504581,36.737610545214494,3.059400849831313
-13.494698801049418,-13.232512588669952,-4.837219291382217,-16.760833495654502,-0.0,51.032395460363496,51.68447177958706,-0.6520763192235606
-14.822503840721584,-27.130542749768864,-2.447420141112367,-15.968447647561575,-0.0,38.40225771846095,39.63535284786492,-1.2330951294039707
-5.851529702038908,-13.542955548771484,-3.0867722060934706,-13.542209643633672,-0.0,63.78506516338345,63.968995571239475,-0.18393040785602466
2.778580543378638,-1.3195432609163693,-5.37560819032093,-8.053793127842537,-0.0,83.17773396591195,87.97845907064053,-4.800725104728571
-4.92010632708458,0.0973725046632073,-1.5254520892141543,-17.544048220983086,-0.0,77.53794854748078,76.152731030063,1.3852175174177859
-11.426971629240896,-17.00971562610561,-4.267889355513793,-13.667057718786072,-0.0,54.39747734058722,53.615269570291886,0.7822077702953365
-15.14616815129882,-34.38166573717666,-12.527191309622792,-13.800273555927614,-12.0,11.085223763614248,12.087488875911461,-1.0022651122972128
-13.082409512753149,-15.814485563291452,-9.361698979356976,-16.179043233619275,-0.0,47.45061570243645,45.5340066624345,1.9166090400019513
-14.694688677833554,-34.085919458015724,-6.847664164042273,-13.436491157961736,-27.0,-0.9081469952215953,3.950858556567198,-4.859005551788793
-18.0,-37.29845507266136,-10.327193893836863,-16.86149717461145,-0.0,13.802663463846052,17.45969437540053,-3.657030911554479
-28.9870467070447,-32.85956277687944,-7.731388175499046,-16.45110636490574,-0.0,12.661475234807371,13.950648566847647,-1.289173332040276
-6.385835157536558,-3.2541670873412256,-10.186231087911334,-8.521155022358904,-0.0,73.54851544077772,71.57944352776389,1.9690719130138348
-9.769908247263592,-18.00373536320921,-5.175054986271769,-13.98627980281099,-0.0,48.110892586692096,53.04466987100971,-4.933777284317614
-14.266451710217003,-24.71340367184565,-4.526525027473351,-13.155633057859854,-12.0,35.67680020136335,31.34247165070188,4.334328550661468
-29.0,-30.79416382819578,-17.14780838682113,-19.16585763725751,-0.0,7.91534470746687,3.8280145351711212,4.087330172295749
-5.276347503740114,-17.43349829794828,-6.882296657427546,-12.63672096174142,-0.0,61.16332626946075,57.72651531109027,3.4368109583704793
-18.0,-13.89404664749004,-15.354727187764952,-14.009510424253229,-0.0,40.2549842672703,38.66710103934284,1.5878832279274633
-16.89077330304622,-32.258419495775314,-6.710991068596434,-15.976547161500998,-0.0,25.78702977867609,28.13434639310502,-2.34731661442893
-8.958138923473026,0.2499509778983935,-4.152225182967426,-20.2952770760152,-0.0,66.2122549543889,66.8934858877449,-0.6812309333560052
-2.28705686457624,-13.876346230498696,-8.017866282722629,-18.02591180125374,-0.0,59.36870251270406,57.7757690463505,1.5929334663535641
-10.010583485523329,-12.853606466713584,-5.863699414314892,-13.110477353757483,-0.0,60.99558652121779,58.138089524252834,2.8574969969649544
-2.254525452097246,0.0376521168481431,-6.237287738205142,-13.080359411762574,-0.0,77.46055772820961,78.447447065001,-0.9868893367913927
-18.0,-42.39712334019143,-8.303814217350546,-15.448588593548216,-0.0,18.56565569053267,15.79546293512945,2.770192755403219
-11.800996828377016,-14.786475613464695,-4.259640383020577,-16.658627556012878,-0.0,57.38321828269307,52.503361271242724,4.879857011450348
-12.78836597913281,-12.48046151437865,-3.3435386757197554,-13.057467748840748,-0.0,58.4620292605301,58.32689549204854,0.135133768481559
-29.0,-18.03947388056149,-3.883881588820493,-17.30879067406419,-0.0,34.57848959501462,31.798366392673458,2.7801232023411586
-10.396284050537592,-4.893384458110728,-5.2357549812021125,-13.043623837391408,-0.0,64.41167545578308,66.42203898234608,-2.0103635265629975
-6.439753785010824,-9.808874614832416,-7.039456364522806,-13.716456615137544,-0.0,64.92265899150179,62.967795747661874,1.9548632438399167
-1.2590756669587968,-0.1725820757664493,-0.0,-13.484075291157447,-0.0,83.91646593114378,85.10959667855968,-1.193130747415907
-13.124070411166487,-18.28129043614663,-7.497565391555401,-13.437466864457477,-0.0,46.09081260907763,47.62343559975419,-1.5326229906765576
-15.185436415832026,-20.094985743924987,-5.9074948975296895,-12.395480161002885,-0.0,44.14850497992788,46.384544709169965,-2.236039729242087
-29.0,-31.86664012328402,-2.646440431432092,-13.905682610707894,-0.0,22.38760010267656,22.580675974455843,-0.19307587177928198
-7.00562917716913,-2.442517184401293,-3.2223241033510663,-13.954248966479676,-0.0,72.05921626465913,73.38516552668312,-1.3259492620239968
-26.479016019675765,-23.803866646236926,-3.643620638924274,-14.07527113792776,-27.0,10.172991546174917,5.065976622846762,5.107014923328155
-1.7293960870668847,2.2819045401988767,-2.957890405164993,-9.531023444208028,-0.0,95.77878064407793,88.04775111350921,7.731029530568719
-7.780223797963464,-6.117381379576952,-3.977234103010036,-16.584878933537116,-0.0,63.95697232025994,65.55768434768439,-1.6007120274244429
-15.077302992065665,-11.435046311974904,-6.271668784547734,-11.70428095392088,-0.0,55.98884316073661,55.483997343268456,0.5048458174681514
-3.111808122749416,-16.815452101743112,-0.9930612983916935,-14.955639242245644,-0.0,64.58359410922925,64.13226774718186,0.4513263620473964
-26.57405346380648,-18.184482290615087,-5.4286541377241,-18.52950340507959,-12.0,19.726326456826108,19.33763350983189,0.38869294699421886
-15.953975604198,-28.580935975483413,-4.8469871229107,-14.390773830000583,-12.0,22.731820354688303,24.23424366290655,-1.5024233082182477
-10.034905577616929,-20.83881421331447,-5.761484645012227,-12.753458190256294,-0.0,53.75504628727332,50.5758558655958,3.179190421677525
-29.0,-37.02974460208265,-3.325632250370284,-20.809371596089388,-0.0,6.926245353285882,9.866820766604206,-2.9405754133183244
-15.258525681903148,-16.0804275164355,-4.438662799949071,-14.54535592169712,-0.0,44.65686866004247,49.67375296708234,-5.016884307039874
-12.895003928429464,-17.119571691154796,-1.2649182460246224,-12.759311364948973,-0.0,52.785564446853,55.96418018487028,-3.178615738017278
-6.239764347858712,-3.1561346922499345,-0.0962236311983146,-15.548840438101529,-0.0,75.69192254502988,74.998330222531,0.6935923224988869
-3.9302221258297454,-13.323648616786816,-1.7175931686350243,-12.665823620953365,-0.0,68.77267386654624,68.3570828452252,0.41559102132104897
-16.800697767749284,-40.8628029705956,-3.669623002511876,-15.55300822038053,-12.0,11.3308630961252,11.120991372701113,0.20987172342408655
-3.983191845778288,-1.7508787955491147,-5.746119529015585,-11.998000111870688,-0.0,79.29158008349623,76.4998671570103,2.7917129264859284
-14.945733126730442,-0.7886343513983638,-3.546238493004018,-10.968014295718982,-0.0,71.20828268223,69.75121178581017,1.457070896419836
-29.0,-41.97543924295032,-14.460100002062518,-16.43754008361168,-12.0,-11.940331220751387,-13.921348362601861,1.981017141850474
-28.375834528338743,-14.033345595852516,-9.369117399600986,-17.969305655065213,-0.0,36.19657134143908,30.254490885810156,5.9420804556289255
-8.921329174370959,-27.751119982373496,-4.202048163372165,-19.115191360886868,-0.0,43.749977212367725,40.01518164613696,3.7347955662307655
-12.149759631491872,-22.824611760221345,-6.433540445600818,-6.604841959341213,-0.0,52.18962135052954,51.90826574603591,0.2813556044936334
-4.895572558370555,-6.674539148993675,-4.751458078922346,-15.398111444512734,-0.0,69.74050456211565,68.28109778007847,1.4594067820371777
-8.39334629106638,-3.1759237608901536,-13.104467815955646,-16.953123331059704,-0.0,56.026412358909326,58.33562506811348,-2.3092127092041537
-5.929438139950296,-7.976247308423965,-2.682583488919,-17.02075606013457,-0.0,62.26410898164794,66.41541011548273,-4.151301133834792
-14.134746071047118,-15.546894938314718,-7.110838037069389,-13.505767137873365,-0.0,51.44038100813104,49.67331050752537,1.7670705006056693
-16.644289255293643,-29.55498382040722,-7.077115105139872,-20.975006489568894,-0.0,23.766398479007343,25.751920006828414,-1.9855215278210707
-9.415224880329102,-14.501218867065663,-4.729788729553085,-14.564123971021845,-0.0,57.12229619454354,56.78011473857695,0.342181455966589
-29.0,-38.21168075899679,-11.351213790888728,-18.0462866299949,-27.0,-29.933909741253657,-23.584570544008045,-6.349339197245612
-13.120706765975012,-25.90263035225916,-11.877297700927617,-21.102493980511216,-0.0,29.180626528857555,27.96937970284371,1.211246826013845
-29.0,-29.556149187083022,-11.572976024937036,-20.27077501649708,-12.0,-3.96678712692571,-2.388320669897695,-1.5784664570280151
-2.2700140643896454,-1.01663553650475,-4.091707970143482,-11.829720743788451,-0.0,81.08793881127447,80.77917496260193,0.30876384867254103
-15.48918359164043,-15.577787805319463,-10.131174793595276,-14.316914074208292,-0.0,44.99818705057314,44.44262669743966,0.5555603531334796
-27.061971287088955,-15.35850163563368,-5.134739345556812,-14.188779096833835,-0.0,38.06273870881285,38.2597720525649,-0.19703334375204662
-12.916490716902318,-7.938101308124952,-10.419928691280724,-18.33740277681739,-0.0,49.70258379791057,50.37623077263019,-0.6736469747196168
2.854470506632927,-16.373151436103115,-6.301212798110448,-12.56829491811766,-0.0,63.20373440974281,67.56308247253261,-4.359348062789806
-11.003768082422797,-19.799703260847977,-8.963045865311111,-12.086569753575848,-0.0,46.53325276283733,48.0880007988694,-1.5547480360320733
-15.73088719794773,-6.750519221805188,-3.4317124245620536,-18.71888044331728,-0.0,59.613246928057656,55.410491839562,4.202755088495657
-16.016787035583846,-12.713024265723442,-3.1841665321739283,-15.196882481295203,-0.0,55.60548191203504,52.903680226680024,2.701801685355015
-6.39290438555412,0.6479884818191746,-3.931757609917601,-16.790569827000283,-0.0,73.69326002520417,73.55904644668936,0.1342135785148031
-17.561919557558394,-32.183279520005684,-9.11909239856412,-15.65959074662128,-12.0,14.548427237322478,13.459201569484335,1.089225667838143
1.089298697715675,1.3846885046700304,-3.715822521234816,-9.066068664280063,-0.0,88.78409719858581,89.66391227489103,-0.8798150763052206
-4.474280802526465,-12.88500157424885,-10.094423240337877,-13.02062129363265,-0.0,55.61337958855153,59.46678023495465,-3.8534006464031165
-7.234311142249773,-3.6776305157306775,-2.1754198341157376,-14.15684088933827,-0.0,68.36563779055822,72.77268302116529,-4.407045230607068
-15.269443908367428,-24.104622950077932,-12.00900785297068,-16.891405228850694,-0.0,33.77496422419266,31.67535053507963,2.0996136891130277
-13.926200967836031,-1.5689768036731335,-9.95012421613246,-7.710818747119509,-0.0,66.9985345682286,66.77774177917729,0.22079278905131616
-18.0,-36.62456621440045,-10.838279016188002,-16.305097112336995,-27.0,-7.3557804650517244,-8.760915289253617,1.4051348242018928
-14.532438188418434,-27.02558854594109,-12.236659348094276,-13.627381505445427,-12.0,21.67794471269632,20.530507455387763,1.1474372573085567
-26.360820945415934,-26.213925465161665,-0.0947917557417826,-18.50927242867633,-27.0,3.246161068845714,1.9375859900617343,1.3085750787839796
-2.2451114730272064,5.120118590297393,-4.0279630771556025,-16.31126444203955,-0.0,87.08442173674494,82.5596449177896,4.5247768189553454
-16.23490856514136,-10.93075443037659,-7.074047306112172,-20.911576248603428,-0.0,43.67052195789364,44.87547405316221,-1.2049520952685668
-5.534624554239391,-18.21895733786065,-3.0985419722810983,-10.871427062962471,-0.0,61.65736738048319,62.2455752898016,-0.5882079093184132
-12.76739095268326,-11.32001284816129,-4.856542042815023,-19.331492418912468,-0.0,51.36239263554929,51.75203671991962,-0.3896440843703317
-6.839673097897935,-0.7155574801540538,-1.3385554802640087,-11.691655940550586,-0.0,78.47430177240086,79.42501259168293,-0.9507108192820652
-16.377905585434583,-19.11517268173249,-3.553712326687508,-18.620911750859413,-12.0,32.60428550245672,30.387396986689794,2.216888515766925
-8.336442520251616,-13.121543267183611,-3.2209683842368744,-16.607795490370005,-0.0,57.93722066823559,58.727398268987955,-0.7901776007523651
-29.0,-35.70060009781041,-4.209542178936367,-12.485393796995291,-27.0,-7.938776641250926,-8.354341162872416,0.4155645216214898
-16.05978236527104,-9.824375878054829,-11.45477347388764,-14.57093058446641,-0.0,49.05229695091601,48.04859992311721,1.0036970277988004
0.4539805484633366,-6.269137105534819,-5.558890465447561,-9.592359967874293,-0.0,74.92481790296762,78.98697904960375,-4.062161146636129
-13.70067092689584,-22.603298109116597,-4.86447192942947,-14.546890477664071,-0.0,45.88700006469927,44.26829726893712,1.6187027957621538
-18.0,-39.29121880918052,-7.941518124744443,-20.18357751217332,-12.0,5.24126557182103,2.5944308541709518,2.646834717650078
-16.527794811802835,-34.98036925503906,-3.783095033162463,-15.57907235779228,-0.0,26.761841036668898,29.114102030707258,-2.3522609940383603
-0.4074291092011712,-0.7260691247850799,-3.018071182464728,-13.637786661386208,-0.0,83.56607420408419,82.21486056425469,1.3512136398294956
-3.3379484684803256,-12.759591635817236,-6.809377576192947,-12.235037399811016,-0.0,64.28984717811075,64.81533783693031,-0.5254906588195638
-9.50920475216925,-15.534257675647885,-0.6514345904851292,-16.536509900735158,-0.0,54.30099360711341,57.797827069803404,-3.4968334626899917
-27.866941805305892,-36.298527145088265,-7.608792084074352,-20.002717326501667,-27.0,-21.21784801116306,-18.713494258245703,-2.504353752917357
-15.307734773903068,-8.433197267220352,-9.72026245684016,-12.715024158187706,-0.0,50.88191182623231,53.783277606645875,-2.9013657804135633
-25.43721507563937,-13.588833642550863,-0.0,-17.075013507073393,-0.0,44.16273606347251,43.95611570608806,0.20662035738444473
-15.635213733972725,-13.792330583375833,-8.284796408551012,-14.860940840295775,-0.0,41.0263234527185,47.402809481533616,-6.3764860288151155
-13.03285628522101,-3.34470302098497,-2.776003906343195,-15.432361671682962,-0.0,65.2229618070361,65.44177162661403,-0.21880981957792756
-15.324908560901704,-13.206748216026584,-7.037186863828959,-15.267927360076737,-0.0,44.22910008058972,49.15074219546696,-4.921642114877244
-13.07606410056447,-20.027571101375383,-2.8628282771551623,-11.786231645371586,-0.0,52.72834804657842,52.22976485258927,0.4985831939891483
-6.724901601848625,-9.257408459506284,-5.189733808850195,-13.982166713687215,-0.0,67.81327449915553,64.833346683434,2.979927815721524
-29.0,-36.10749947807234,-18.055060262862803,-20.489729351298177,-12.0,-6.964095839908692,-15.691722910166192,8.7276270702575
-16.237649025774267,-33.86941687706686,-14.872666774695244,-17.835991011814784,-0.0,15.76623003917392,17.109021518811616,-1.3427914796376967
-5.9228848486863885,-16.799228366065456,-5.467430948200659,-10.314682500573351,-0.0,62.17842229630078,61.447649383851406,0.7307729124493747
-18.0,-11.579372901583234,-3.5279901259926394,-15.761381923533818,-0.0,52.50481936822612,51.15069338306926,1.3541259851568626
-29.0,-27.244097946910404,-12.908436404607423,-15.594420669573704,-12.0,0.1031172252502905,3.2291686844294816,-3.126051459179191
-6.441511655203561,-13.468209639957614,-12.137442882061103,-12.023261246179326,-0.0,60.6109291630972,55.8519976209403,4.758931542156894
-28.44780119328475,-1.8815540140669655,-1.7023245820837782,-18.419234881581147,-0.0,52.687758312729216,49.62179754256954,3.065960770159677
-6.383179447095262,-10.161932815373564,-3.8337566656005366,-14.839750617475069,-0.0,69.75554523894745,64.78195213369833,4.9735931052491225
-18.0,-33.34668820428293,-6.102793202859704,-17.43897277837835,-0.0,31.1161595924248,25.095750813314126,6.020408779110674
-14.0157728551053,-14.028767192468305,-9.10332435595124,-17.09878822251939,-0.0,43.86094502697426,45.73588828894686,-1.8749432619726036
-9.058179855622823,-12.922034756556071,-2.0853448544917708,-13.773924440603457,-12.0,50.27983874648819,50.19501934874987,0.08481939773832181
-8.097196100566777,-10.322436987181224,-2.9077054568530887,-14.67594633176132,-0.0,66.02227886510705,64.00420649351149,2.018072371595565
-17.413330178636627,-7.376325946393576,-9.78111783066592,-17.067221299115182,-0.0,42.044526556785,48.35218988766949,-6.307663330884488
-10.632826474051887,-13.318642927454626,-4.654648806925953,-15.979859244421824,-0.0,55.01441455503885,55.416801168692025,-0.40238661365317796
0.1814308132243489,-0.5452849000460525,-3.479031789032585,-13.002798704302991,-0.0,88.87692691508259,83.15100127715041,5.725925637932178
-17.35195856367074,-23.18730109954777,-7.201516805899842,-13.146814718152203,-0.0,36.42952636547923,39.07469044848501,-2.645164083005781
-15.159867696171103,-18.698756130081343,-6.41166431174903,-20.14905285401516,-0.0,41.62616330171237,39.5957865789831,2.0303767227292653
-11.479373742118076,-16.35446621188692,-10.537845885995482,-18.165081704684265,-0.0,46.36903139002132,43.43694441561644,2.932086974404882
-3.723705775577612,-3.049011846127563,-1.5573012807315556,-14.955929207277416,-0.0,77.97667701725005,76.7370865225958,1.2395904946542515
-29.0,-21.522766821381197,-15.83013561995837,-16.65533116574604,-12.0,4.675765073311476,4.962260346654631,-0.2864952733431547
-11.854921758655692,-12.504790214074802,-11.858813825935208,-19.194301552892213,-0.0,41.41239843275645,44.56385993754881,-3.1514615047923655
-5.7013105428269615,-14.09933684596309,-1.0489422026938593,-14.100001278417045,-0.0,64.64371649999953,65.05927751715443,-0.4155610171549
-14.983949215697688,-16.996752720712706,-4.409922145058414,-14.31432806881536,-0.0,46.9195210676611,49.28901492517583,-2.369493857514726
-10.388785504183016,-12.696907348184112,-12.63702604336215,-13.04929008072465,-0.0,45.606642330115605,51.15886253285541,-5.552220202739804
-18.0,-35.90108195618672,-5.425285228408481,-20.124251420633144,-0.0,21.1912485587304,20.55174248510008,0.6395060736303222
-9.950373190171245,-15.980445115672952,-4.545633650063741,-12.245624730241548,-0.0,59.979067990496944,57.25371010069451,2.7253578898024315
-29.0,-31.685958641852736,-3.880070712511736,-20.79791292869064,-0.0,10.114155870890723,14.670769729843641,-4.556613858952918
-15.885356658250412,-15.16365097432693,-9.015382110734803,-13.059612795685242,-0.0,44.26620744889433,46.834296672819065,-2.568089223924737
-5.350819452135315,-17.357154425706362,-5.811545255797634,-11.615003115813122,-0.0,59.61009790970508,59.8218508757508,-0.21175296604571514
-0.6482984786717445,-2.993197205253753,-5.143913148158438,-12.253904822919075,-0.0,79.04647828183356,78.93912178997563,0.10735649185792795
-7.985956807818486,-8.120310532157756,-0.9426776120792966,-14.964258394051742,-0.0,67.31789811870867,68.01214386926733,-0.6942457505586646
-5.5706277227337,-3.667749977179839,-15.581456601138733,-10.115451418373612,-0.0,64.90905201477364,64.96364185729986,-0.05458984252622656
-9.148373142218867,-22.23294362479923,-5.918760067466462,-13.971596102523884,-0.0,48.14749039534324,48.696651602052626,-0.5491612067093854
-28.08149036486471,-36.64117954412468,-15.628362902573611,-13.986887200382236,-27.0,-16.410797945417794,-21.3667647676307,4.955966822212904
-12.393659347420927,-18.89215934247661,-8.634868052932674,-10.686681001231676,-0.0,47.842230838456366,49.32984839522458,-1.487617556768214
-3.2483790677063595,-12.03688040927963,-4.498532498634247,-13.045967130008714,-0.0,65.83693189087901,67.14911424767752,-1.3121823567985018
3.3713249539289905,-1.7970740404736127,-6.519108598326648,-7.780894415570676,-0.0,85.48524439707873,87.21233952926912,-1.7270951321903851
-17.664643830072112,-17.20696809647611,-4.111340354566414,-14.857997461048637,-0.0,44.95638756294586,46.16114936889572,-1.2047618059498646
-16.490999962404914,-22.87361884615563,-4.179413799086102,-17.00246875651745,-0.0,38.135909456204,39.459951251687315,-1.3240417954833177
1.0137759166925164,-12.956541391965,-4.587717894563705,-18.43952675301604,-0.0,66.74026296688477,65.03629807069522,1.7039648961895466
-5.344235716431797,3.8660962354274897,-3.35116595129659,-8.042500079939444,-0.0,84.28681571540382,87.10638291367349,-2.8195671982696666
-13.617387827236342,-18.092904873978316,-5.331070313043136,-17.895199320084252,-0.0,48.0150639709576,45.070772949443615,2.9442910215139833
-6.548089486756965,-13.81427075737787,-0.0,-11.5961914697862,-0.0,73.24744768556167,68.04296054641497,5.204487139146693
-7.564927626360731,-23.204605117600504,-2.7282388129012127,-20.83411620347806,-27.0,13.44309678791224,18.76446731204831,-5.321370524136071
-2.383683146193915,-0.944497577874592,-4.090176225262485,-14.678468110139049,-0.0,77.86385993275455,77.90858965505585,-0.044729722301298125
-27.201684570526904,-11.613200036317057,-5.178289239917541,-19.065974130013934,-0.0,39.54595639157419,36.98005674719278,2.5658996443814033
-11.824871480047562,-12.397324844953673,-7.37673237753052,-15.484592135104878,-0.0,52.69080945628406,52.90024424369792,-0.209434787413862
1.5089410002342465,-0.8217327509276879,-3.604389395896248,-9.31097692113114,-0.0,87.82057953241518,87.7426134996353,0.07796603277988368
-6.874394206985887,-10.1394559226244,-5.294941336045559,-15.394697079634067,-0.0,61.35710185718838,62.29126364244349,-0.9341617852551067
-6.6274296733017,-11.907608135218863,-13.54518681685607,-12.125780691086916,-0.0,52.0867807509791,55.709779392437184,-3.622998641458082
3.9672433867927994,6.017382726380438,-0.723313083953919,-7.729843641254421,-0.0,99.13071977426486,101.51797605220915,-2.3872562779442887
-18.0,-39.90701646652813,-16.777045470828988,-18.75178417545673,-0.0,9.1743817075815,6.475858748314522,2.6985229592669775
-16.061886506363294,-21.67085608761324,-5.8180515161544815,-19.199638017540785,-0.0,41.33116134060997,37.259858368621636,4.071302971988331
-5.961183302080384,-10.644519005662437,-5.198010671443231,-19.575063444298493,-0.0,59.78136533220291,58.64127661430667,1.1400887178962407
-10.053140322794022,-8.185137283711995,-6.377646072071883,-20.52077875779353,-0.0,54.49700255234356,54.88905335655829,-0.39205080421473326
-14.214678574235425,-10.19409269608416,-5.864837833170434,-17.078788521374193,-0.0,50.955731281798826,52.65714449864134,-1.7014132168425107
-15.01193156772159,-29.14799875580615,-2.752011551589496,-16.013291984785994,-0.0,38.03678954043679,37.074834707749865,0.9619548326869278
-11.549032631183843,-4.806701686757799,-5.753868468034181,-13.655509518941807,-0.0,67.11674864285479,64.22770800317986,2.8890406396749313
-17.705955405349346,-26.434536862467677,-14.884623697170625,-16.75621633762121,-0.0,26.17599559773093,24.14785042208632,2.0281451756446103
-8.671953446980314,-17.07705855216436,-14.601736983531753,-14.99192531789322,-0.0,50.32414938770276,44.57952575862705,5.744623629075711
-9.154448733662866,-16.579318608074697,-6.090478365427537,-9.925102721854165,-0.0,61.9049631426897,58.19972022577185,3.705242916917854
-5.31727696816022,-23.80565567726547,-1.4556397879931875,-20.066477492386102,-27.0,20.492028724071965,22.45181380069289,-1.9597850766209248
-11.147521959846625,-7.07836181102544,-2.84770861117051,-18.1836074554905,-0.0,60.23527228693274,60.780377724089035,-0.5451054371562947
-11.798419149883248,-21.567652812204923,-5.806902718038003,-20.709146522571302,-0.0,38.57145428785787,40.13316672763859,-1.5617124397807203
-18.0,-36.662497651984765,-12.76796840906036,-18.93669735200488,-27.0,-10.8553818620153,-13.35667575537255,2.50129389335725
-16.741610414237773,-13.113941014078556,-6.332138529571054,-14.99531428116712,-0.0,47.716904659088506,48.80925011286217,-1.0923454537736674
-14.625687865800124,-12.306093872516122,-3.354326719008314,-16.94399389193667,-0.0,57.32641042598468,52.79327650703145,4.533133918953233
0.3664285835130378,0.081006068943191,-4.182684683485218,-8.752510572743471,-0.0,83.18146891887608,87.47802350916173,-4.296554590285652
-7.583561923756079,-19.364042483274787,-8.071838297564602,-13.279428004444306,-27.0,20.008321777349902,24.71880862983231,-4.710486852482408
-16.677655138709373,-11.905610334398466,-1.429150402990993,-21.68143288178952,-0.0,52.09087211151432,48.37516460363666,3.71570750787766
-29.0,-20.063010434439725,-10.375964322673164,-14.52564324090649,-0.0,23.59520929418353,26.00181897936079,-2.406609685177262
2.425831206472287,-9.181666740953318,-0.0,-15.330220687613366,-0.0,79.41696873048797,77.93507610016982,1.4818926303181428
-18.0,-24.42389739519709,-6.630361816852962,-13.692156258067104,-0.0,36.8552571986273,37.22226730919051,-0.3670101105632071
-11.615067289614649,-13.726411984078403,-4.4565004916027045,-20.36710420757545,-0.0,50.404087232632776,49.86720504183011,0.5368821908026646
-12.720073158408738,-17.917903970572084,-4.758030731553651,-15.420146340962258,-0.0,49.40061393418858,49.17871455056628,0.22189938362229356
-11.599870496814438,-27.83406415875809,-9.568701625597084,-15.41629142977666,-0.0,34.386532684232684,35.5292077278165,-1.1426750435838144
-8.589686180615931,-3.233929992312926,-6.028145738841108,-10.93099535401192,-0.0,70.85258136180535,71.18983618225839,-0.33725482045304034
-13.50040724862706,-11.4321347865533,-11.676486591825492,-12.635174488350678,-0.0,50.158947943163184,50.695649019480406,-0.5367010763172217
-16.675257693835718,-17.678654867169143,-13.437284087072957,-13.075377067818032,-0.0,39.589030045142586,39.05950527197329,0.5295247731692925
-14.163946856322134,-16.616860477071558,-6.168949206785783,-14.182753113114767,-0.0,46.55004442568405,48.848317815300646,-2.2982733896165968
